label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
none,0.0,0.0,0.0,-0.050067126750946045,-0.026729583740234375,-0.0410381972139362,-0.07789987325668335,-0.11694812774658203,-0.06534223326497113,-0.03505760431289673,-0.16406553983688354,-0.08591936596684491,0.020573437213897705,-0.16973227262496948,-0.1040533638840202,-0.044449567794799805,-0.24101734161376953,-0.05161586471848523,-0.03316676616668701,-0.35591214895248413,-0.09167997607045208,-0.01925116777420044,-0.4196716547012329,-0.11687515744023358,-0.006960391998291016,-0.4798852801322937,-0.13565974005513226,0.004950821399688721,-0.2272137999534607,-0.05138799243621861,0.03399646282196045,-0.24288403987884521,-0.10909508981757199,0.02095961570739746,-0.15382778644561768,-0.11857037314229046,0.008029758930206299,-0.11803579330444336,-0.1138160980587486,0.04524528980255127,-0.19738268852233887,-0.056097400123405805,0.07136482000350952,-0.19919878244400024,-0.10714415528826748,0.049748003482818604,-0.12301665544509888,-0.09180981733851468,0.032981038093566895,-0.10438406467437744,-0.07050450214200055,0.07838046550750732,-0.15586507320404053,-0.0651490248089317,0.10065072774887085,-0.15892720222473145,-0.09987249293379818,0.07908296585083008,-0.10341536998748779,-0.0890454954748634,0.06061816215515137,-0.0892934799194336,-0.07369402864031827
none,0.0,0.0,0.0,-0.04716986417770386,-0.04243016242980957,-0.03417473504089941,-0.071452796459198,-0.13355010747909546,-0.053332003147836815,-0.030315697193145752,-0.18235212564468384,-0.07178632387661565,0.021841347217559814,-0.18594849109649658,-0.08916265735172857,-0.03158789873123169,-0.2613826394081116,-0.03781545007371534,-0.023403704166412354,-0.37204182147979736,-0.07057480731749166,-0.013943731784820557,-0.4359589219093323,-0.09093861499571432,-0.00420987606048584,-0.4951390326023102,-0.10591303029799093,0.016946375370025635,-0.24500131607055664,-0.04011910998963941,0.04415321350097656,-0.25794923305511475,-0.09797356495403875,0.022761523723602295,-0.1694406270980835,-0.10950180360817541,0.0028931498527526855,-0.12457555532455444,-0.10361800560497869,0.05731046199798584,-0.21538931131362915,-0.04676480063938726,0.07888340950012207,-0.21081167459487915,-0.09483774969124426,0.054199278354644775,-0.1383994221687317,-0.08500415304445852,0.03536468744277954,-0.1122434139251709,-0.06604350575947393,0.09167134761810303,-0.17415153980255127,-0.05745283359431852,0.10870027542114258,-0.17421400547027588,-0.08545756557726492,0.08350932598114014,-0.12340545654296875,-0.07617531934523214,0.06370824575424194,-0.10476964712142944,-0.061706682981487404
none,0.0,0.0,0.0,-0.04670131206512451,-0.04368412494659424,-0.03521620702360195,-0.07676953077316284,-0.12204891443252563,-0.057547560300569955,-0.051803648471832275,-0.17161381244659424,-0.0790708385071568,-0.009317755699157715,-0.18648695945739746,-0.09934473257873577,-0.03598225116729736,-0.2651354670524597,-0.03840125944827122,-0.030653178691864014,-0.37771403789520264,-0.07102474790428204,-0.024396538734436035,-0.44178318977355957,-0.09041594934080166,-0.017615199089050293,-0.5007271468639374,-0.10440862398956341,0.01228034496307373,-0.24629896879196167,-0.04104259830329937,0.020051538944244385,-0.2629297971725464,-0.09608421694849056,0.00012505054473876953,-0.17268139123916626,-0.10627860051010174,-0.014114737510681152,-0.12848657369613647,-0.10046611946437878,0.053937435150146484,-0.2129201889038086,-0.04809005406115574,0.06090986728668213,-0.21262288093566895,-0.09801630150888485,0.03331804275512695,-0.13045024871826172,-0.08599452894542736,0.016620099544525146,-0.10088014602661133,-0.06500127386663479,0.09149253368377686,-0.169369637966156,-0.05876347642753643,0.09696632623672485,-0.173761785030365,-0.08871450495336575,0.06848001480102539,-0.11469829082489014,-0.07699937593553585,0.05021029710769653,-0.09279090166091919,-0.06028284725163502
none,0.0,0.0,0.0,-0.044973909854888916,-0.03988403081893921,-0.03175084643072523,-0.07900267839431763,-0.11769956350326538,-0.05370040960616507,-0.05766183137893677,-0.16965413093566895,-0.07591235615319647,-0.010815441608428955,-0.17828106880187988,-0.09752934403724112,-0.03798764944076538,-0.2526434063911438,-0.03811774753040709,-0.035109102725982666,-0.3671623468399048,-0.07177633769816794,-0.028111815452575684,-0.4310435652732849,-0.09073531605309881,-0.019212722778320312,-0.4892253875732422,-0.1043485996872846,0.011424839496612549,-0.23539495468139648,-0.04203987099236883,0.019298791885375977,-0.26157647371292114,-0.09808526910848059,0.001452326774597168,-0.17092061042785645,-0.10706671305007376,-0.01141899824142456,-0.12103170156478882,-0.09971233434981741,0.05456489324569702,-0.20431852340698242,-0.04989724211401381,0.059146106243133545,-0.20848888158798218,-0.10108617670840658,0.034012019634246826,-0.12723487615585327,-0.08906035847968496,0.01735299825668335,-0.09193670749664307,-0.06748051173991598,0.09090244770050049,-0.1628207564353943,-0.06097737304872908,0.09538495540618896,-0.16787952184677124,-0.09222576744861044,0.06763231754302979,-0.10994762182235718,-0.0816137564927999,0.04823189973831177,-0.08441251516342163,-0.06546494342393316
none,0.0,0.0,0.0,-0.045759379863739014,-0.038198232650756836,-0.031731930599391944,-0.08208346366882324,-0.11960482597351074,-0.052458641157329566,-0.06334960460662842,-0.17515820264816284,-0.07329278163689423,-0.01743870973587036,-0.18140655755996704,-0.09338568620461274,-0.03896552324295044,-0.25279784202575684,-0.03567985169667054,-0.03598785400390625,-0.3668254613876343,-0.06844838433045197,-0.02963167428970337,-0.43005436658859253,-0.08637124024409104,-0.02067387104034424,-0.4865391254425049,-0.09952404074448395,0.011490941047668457,-0.23374074697494507,-0.03991425879377175,0.01467883586883545,-0.2655370235443115,-0.09638597540634919,-0.0033617615699768066,-0.17315363883972168,-0.10415479265230942,-0.012524902820587158,-0.12287068367004395,-0.09555759005326081,0.05572700500488281,-0.20264893770217896,-0.04860634453672219,0.05575597286224365,-0.2105814814567566,-0.10129985682743836,0.030342817306518555,-0.12756913900375366,-0.08888890318650056,0.01691979169845581,-0.09345901012420654,-0.06665205679911423,0.09375303983688354,-0.16207534074783325,-0.06042815096753884,0.09476786851882935,-0.1722622513771057,-0.09262764178293992,0.06591600179672241,-0.11359721422195435,-0.08216279469507981,0.04884028434753418,-0.08967936038970947,-0.06625042580145646
none,0.0,0.0,0.0,-0.044804275035858154,-0.04002237319946289,-0.032154513604425006,-0.08170151710510254,-0.11539238691329956,-0.055316338397048526,-0.07312190532684326,-0.17519229650497437,-0.07896417573788028,-0.028588056564331055,-0.18640053272247314,-0.10181012944080692,-0.04048335552215576,-0.24704521894454956,-0.035771457559846453,-0.03592127561569214,-0.36167609691619873,-0.06945168421366077,-0.02878028154373169,-0.42569828033447266,-0.08758683697082859,-0.0183333158493042,-0.48124298453330994,-0.10048688397505146,0.009541034698486328,-0.22747600078582764,-0.040137892670415454,0.004595398902893066,-0.26698094606399536,-0.09516400293209415,-0.015003561973571777,-0.17467504739761353,-0.10076293543674808,-0.020841598510742188,-0.1234055757522583,-0.0908981953630672,0.05436807870864868,-0.19572001695632935,-0.04918917090394359,0.04678940773010254,-0.21678680181503296,-0.1012685988912807,0.020620405673980713,-0.1323891282081604,-0.08624442861177783,0.010870814323425293,-0.09393346309661865,-0.06206952229835849,0.09375715255737305,-0.15436279773712158,-0.061408499337218814,0.08730441331863403,-0.1746765375137329,-0.09290705815651279,0.05766206979751587,-0.11747533082962036,-0.08039903090097766,0.04349195957183838,-0.09041136503219604,-0.06283841476538043
none,0.0,0.0,0.0,-0.04441708326339722,-0.03848922252655029,-0.0296654929712048,-0.08186328411102295,-0.11702454090118408,-0.05100820076908974,-0.07134854793548584,-0.17664241790771484,-0.07338137415494828,-0.02639186382293701,-0.1878582239151001,-0.09523392704572586,-0.03750044107437134,-0.24887120723724365,-0.03374402460899262,-0.0336492657661438,-0.36285603046417236,-0.065941559646987,-0.027917981147766113,-0.4269844889640808,-0.08354626086797623,-0.0201837420463562,-0.48361697793006897,-0.09650777516212372,0.010083913803100586,-0.22844207286834717,-0.03938049686398415,0.001267075538635254,-0.2690894603729248,-0.0928771966442099,-0.01713550090789795,-0.1766948699951172,-0.09869063136424927,-0.021195590496063232,-0.12578928470611572,-0.0896929526075354,0.05284261703491211,-0.1954018473625183,-0.04935674232687859,0.04264044761657715,-0.22175484895706177,-0.10083443907346634,0.016736328601837158,-0.13457077741622925,-0.08594299343671707,0.007911860942840576,-0.09378069639205933,-0.062212041144036334,0.0913534164428711,-0.1520758867263794,-0.06218961862172989,0.08332061767578125,-0.17877733707427979,-0.09398354825820832,0.053360939025878906,-0.1205453872680664,-0.08149245617237,0.039136409759521484,-0.09158843755722046,-0.06408134338703064
none,0.0,0.0,0.0,-0.044534921646118164,-0.039896249771118164,-0.028096711743984315,-0.08110988140106201,-0.11876112222671509,-0.048787121210608575,-0.07220274209976196,-0.1760597825050354,-0.07084647614172468,-0.02959340810775757,-0.1857045292854309,-0.09255312431267271,-0.0347253680229187,-0.2528165578842163,-0.031687103692803475,-0.031470417976379395,-0.364848792552948,-0.06294512796810636,-0.026200056076049805,-0.4281907081604004,-0.08048237908295164,-0.019124746322631836,-0.48388049006462097,-0.09346531379631529,0.011698126792907715,-0.23172545433044434,-0.0381635506790019,-0.00027126073837280273,-0.27009081840515137,-0.09063621658495435,-0.01949167251586914,-0.17889314889907837,-0.0971230347793437,-0.023288965225219727,-0.12628406286239624,-0.08887733567169676,0.05310714244842529,-0.19698506593704224,-0.04882104370406637,0.04072380065917969,-0.22212636470794678,-0.09939122248104582,0.01472097635269165,-0.13690483570098877,-0.08527862328699598,0.007042407989501953,-0.09555929899215698,-0.06231038693002233,0.09006673097610474,-0.15150994062423706,-0.0621491526406146,0.08163410425186157,-0.18074005842208862,-0.09294032353571424,0.05182313919067383,-0.12337750196456909,-0.08014292318037519,0.03899431228637695,-0.0933380126953125,-0.0626398553293086
none,0.0,0.0,0.0,-0.044837892055511475,-0.04079717397689819,-0.02842253044146048,-0.0830640196800232,-0.11797237396240234,-0.05066734895008551,-0.07878553867340088,-0.17709475755691528,-0.074547853021798,-0.036638736724853516,-0.1892738938331604,-0.09797841653126227,-0.03497505187988281,-0.2536858320236206,-0.03166840940612303,-0.03310626745223999,-0.3652716279029846,-0.06453150853413092,-0.0289803147315979,-0.4300979971885681,-0.08246363297003256,-0.02249997854232788,-0.4857708811759949,-0.09538162842291342,0.011035621166229248,-0.23387038707733154,-0.03843658015030371,-0.005492508411407471,-0.2742680311203003,-0.09130551263588416,-0.024867117404937744,-0.18190455436706543,-0.09675361558693396,-0.027068138122558594,-0.13082844018936157,-0.08759615167873847,0.05248814821243286,-0.20100033283233643,-0.04973001003163802,0.03500598669052124,-0.22500914335250854,-0.10047046437757956,0.009746670722961426,-0.13909339904785156,-0.08472691073912131,0.004249691963195801,-0.09899812936782837,-0.06056682363050925,0.08963841199874878,-0.15716701745986938,-0.06389159306782233,0.07579201459884644,-0.18602997064590454,-0.09353538945215689,0.04699474573135376,-0.12817734479904175,-0.0794389133145188,0.03717386722564697,-0.09952062368392944,-0.06119257554310309
none,0.0,0.0,0.0,-0.045827507972717285,-0.038174569606781006,-0.02947269477458292,-0.08630388975143433,-0.11327648162841797,-0.05243724123151594,-0.0844072699546814,-0.17200201749801636,-0.07681041494520002,-0.042250216007232666,-0.18253940343856812,-0.10066901430995756,-0.04157280921936035,-0.25009894371032715,-0.033107358073309,-0.039565861225128174,-0.36362773180007935,-0.06585555807264143,-0.035001158714294434,-0.42889147996902466,-0.0834015412679463,-0.027955472469329834,-0.48521146178245544,-0.09606233522804075,0.005003869533538818,-0.2311883568763733,-0.03920708135278517,-0.010572075843811035,-0.2700827717781067,-0.09209890947253996,-0.029314041137695312,-0.17819875478744507,-0.0974744959226399,-0.031761109828948975,-0.12773698568344116,-0.0882991208186894,0.04688137769699097,-0.19944149255752563,-0.04976338804276281,0.030557870864868164,-0.2208194136619568,-0.10033453539521986,0.005997002124786377,-0.1355019211769104,-0.08462011352689558,-0.00011074542999267578,-0.09583806991577148,-0.060513760005548534,0.08417737483978271,-0.15681183338165283,-0.06328146443279081,0.07088786363601685,-0.18218737840652466,-0.09270767406137281,0.04333585500717163,-0.12405198812484741,-0.07865385249765211,0.03380030393600464,-0.0954749584197998,-0.06041560605676466
